PriceHistoryID,ProductID,EffectiveDate,StandardCost,ListPrice,ChangeReason
PH000029037,P02037,2024-08-12,26.33,44.21,Cost Increase
PH000029038,P02038,2024-08-20,13.05,16.17,Market Adjustment
PH000029039,P02039,2024-08-26,4.81,8.2,Promotion End
PH000029040,P02040,2024-08-28,23.0,30.65,Cost Increase
PH000029041,P02041,2024-08-28,65.23,95.99,Market Adjustment
PH000029042,P02042,2024-08-27,31.48,40.58,Cost Increase
PH000029043,P02043,2024-08-08,61.71,101.85,Annual Review
PH000029044,P02044,2024-08-27,17.11,26.86,Market Adjustment
PH000029045,P02045,2024-08-19,22.71,32.34,Promotion End
PH000029046,P02046,2024-08-18,149.62,239.17,Annual Review
PH000029047,P02047,2024-08-12,18.06,26.44,Annual Review
PH000029048,P02048,2024-08-27,43.7,81.59,Promotion End
PH000029049,P02049,2024-08-15,43.94,51.05,Annual Review
PH000029050,P02050,2024-08-15,41.24,55.91,Annual Review
PH000029051,P02051,2024-08-23,45.88,54.03,Cost Increase
PH000029052,P02052,2024-08-16,17.55,28.72,Cost Increase
PH000029053,P02053,2024-08-15,24.0,37.0,Annual Review
PH000029054,P02054,2024-08-10,5.57,7.13,Annual Review
PH000029055,P02055,2024-08-22,84.11,108.39,Cost Increase
PH000029056,P02056,2024-08-20,44.95,60.06,Market Adjustment
PH000029057,P02057,2024-08-24,19.67,27.75,Cost Increase
PH000029058,P02058,2024-08-22,16.83,33.12,Promotion End
PH000029059,P02059,2024-08-12,66.83,79.05,Market Adjustment
PH000029060,P02060,2024-08-21,18.25,28.13,Market Adjustment
PH000029061,P02061,2024-08-22,19.16,23.26,Cost Increase
PH000029062,P02062,2024-08-10,14.82,26.41,Market Adjustment
PH000029063,P02063,2024-08-11,51.86,95.69,Market Adjustment
PH000029064,P02064,2024-08-15,62.26,111.25,Promotion End
PH000029065,P02065,2024-08-15,26.19,47.42,Promotion End
PH000029066,P02066,2024-08-28,60.42,78.37,Cost Increase
PH000029067,P02067,2024-08-24,39.14,50.03,Market Adjustment
PH000029068,P02068,2024-08-27,14.54,19.14,Market Adjustment
PH000029069,P02069,2024-08-26,78.91,100.07,Annual Review
PH000029070,P02070,2024-08-25,15.21,26.03,Cost Increase
PH000029071,P02071,2024-08-27,27.27,45.32,Annual Review
PH000029072,P02072,2024-08-11,36.18,42.48,Market Adjustment
PH000029073,P02073,2024-08-11,83.0,99.76,Promotion End
PH000029074,P02074,2024-08-20,32.62,42.84,Cost Increase
PH000029075,P02075,2024-08-19,27.53,36.88,Market Adjustment
PH000029076,P02076,2024-08-09,22.99,28.49,Market Adjustment
PH000029077,P02077,2024-08-27,38.9,53.57,Annual Review
PH000029078,P02078,2024-08-11,18.86,26.09,Promotion End
PH000029079,P02079,2024-08-08,38.15,74.22,Market Adjustment
PH000029080,P02080,2024-08-21,62.01,94.84,Promotion End
PH000029081,P02081,2024-08-23,12.15,16.69,Cost Increase
PH000029082,P02082,2024-08-26,43.55,66.16,Promotion End
PH000029083,P02083,2024-08-23,25.95,31.65,Market Adjustment
PH000029084,P02084,2024-08-26,13.79,15.63,Annual Review
PH000029085,P02085,2024-08-22,28.62,48.15,Cost Increase
PH000029086,P02086,2024-08-23,64.71,75.37,Promotion End
PH000029087,P02087,2024-08-16,32.49,37.64,Promotion End
PH000029088,P02088,2024-08-23,14.53,22.39,Market Adjustment
PH000029089,P02089,2024-08-24,40.98,60.47,Cost Increase
PH000029090,P02090,2024-08-14,7.04,11.01,Market Adjustment
PH000029091,P02091,2024-08-18,71.4,109.76,Cost Increase
PH000029092,P02092,2024-08-17,11.19,20.48,Market Adjustment
PH000029093,P02093,2024-08-26,29.6,53.99,Promotion End
PH000029094,P02094,2024-08-24,39.21,64.9,Market Adjustment
PH000029095,P02095,2024-08-22,17.93,24.31,Promotion End
PH000029096,P02096,2024-08-09,61.96,73.47,Annual Review
PH000029097,P02097,2024-08-13,45.09,71.19,Cost Increase
PH000029098,P02098,2024-08-24,75.18,102.72,Annual Review
PH000029099,P02099,2024-08-21,36.78,45.67,Market Adjustment
PH000029100,P02100,2024-08-14,7.37,9.32,Promotion End
PH000029101,P02101,2024-08-13,17.16,33.45,Promotion End
PH000029102,P02102,2024-08-14,43.33,80.37,Promotion End
PH000029103,P02103,2024-08-19,80.75,130.06,Cost Increase
PH000029104,P02104,2024-08-12,30.74,46.3,Promotion End
PH000029105,P02105,2024-08-17,66.52,98.1,Cost Increase
PH000029106,P02106,2024-08-27,30.31,47.24,Market Adjustment
PH000029107,P02107,2024-08-19,44.6,59.75,Promotion End
PH000029108,P02108,2024-08-24,28.17,51.59,Promotion End
PH000029109,P02109,2024-08-21,68.67,98.27,Annual Review
PH000029110,P02110,2024-08-19,98.09,169.2,Cost Increase
PH000029111,P02111,2024-08-19,93.73,136.79,Promotion End
PH000029112,P02112,2024-08-26,290.89,441.65,Promotion End
PH000029113,P02113,2024-08-24,18.98,28.7,Annual Review
PH000029114,P02114,2024-08-18,39.87,52.8,Cost Increase
PH000029115,P02115,2024-08-28,18.57,25.52,Cost Increase
PH000029116,P02116,2024-08-13,69.58,106.08,Promotion End
PH000029117,P02117,2024-08-09,15.77,23.27,Market Adjustment
PH000029118,P02118,2024-08-20,71.03,122.54,Promotion End
PH000029119,P02119,2024-08-19,34.63,50.52,Annual Review
PH000029120,P02120,2024-08-09,29.09,38.83,Market Adjustment
PH000029121,P02121,2024-08-11,31.06,37.39,Market Adjustment
PH000029122,P02122,2024-08-08,14.39,18.25,Annual Review
PH000029123,P02123,2024-08-25,34.5,45.61,Market Adjustment
PH000029124,P02124,2024-08-10,34.23,60.09,Promotion End
PH000029125,P02125,2024-08-22,19.33,33.78,Market Adjustment
PH000029126,P02126,2024-08-14,24.57,41.91,Annual Review
PH000029127,P02127,2024-08-09,42.1,52.77,Market Adjustment
PH000029128,P02128,2024-08-20,17.64,27.04,Cost Increase
PH000029129,P02129,2024-08-25,8.84,15.64,Market Adjustment
PH000029130,P02130,2024-08-23,86.55,114.96,Market Adjustment
PH000029131,P02131,2024-08-20,37.9,43.45,Annual Review
PH000029132,P02132,2024-08-27,21.38,25.67,Market Adjustment
PH000029133,P02133,2024-08-11,18.87,27.37,Cost Increase
PH000029134,P02134,2024-08-12,17.36,23.56,Market Adjustment
PH000029135,P02135,2024-08-20,67.38,95.89,Annual Review
PH000029136,P02136,2024-08-15,12.13,17.5,Promotion End
PH000029137,P02137,2024-08-23,39.33,53.52,Promotion End
PH000029138,P02138,2024-08-24,39.36,45.74,Market Adjustment
PH000029139,P02139,2024-08-26,51.53,88.44,Cost Increase
PH000029140,P02140,2024-08-19,23.49,35.95,Market Adjustment
PH000029141,P02141,2024-08-16,79.41,152.71,Market Adjustment
PH000029142,P02142,2024-08-22,53.91,62.37,Market Adjustment
PH000029143,P02143,2024-08-17,23.13,29.03,Promotion End
PH000029144,P02144,2024-08-09,18.08,33.81,Market Adjustment
PH000029145,P02145,2024-08-20,27.02,37.96,Cost Increase
PH000029146,P02146,2024-08-20,21.79,33.95,Promotion End
PH000029147,P02147,2024-08-21,16.34,26.55,Market Adjustment
PH000029148,P02148,2024-08-20,31.85,44.41,Annual Review
PH000029149,P02149,2024-08-14,25.64,40.33,Annual Review
PH000029150,P02150,2024-08-17,97.97,146.66,Cost Increase
PH000029151,P02151,2024-08-18,22.59,34.17,Market Adjustment
PH000029152,P02152,2024-08-22,18.06,26.57,Market Adjustment
PH000029153,P02153,2024-08-15,30.4,45.63,Cost Increase
PH000029154,P02154,2024-08-24,35.38,47.42,Cost Increase
PH000029155,P02155,2024-08-16,38.75,64.69,Annual Review
PH000029156,P02156,2024-08-15,38.0,43.38,Cost Increase
PH000029157,P02157,2024-08-10,30.49,55.01,Cost Increase
PH000029158,P02158,2024-08-19,30.06,36.09,Annual Review
PH000029159,P02159,2024-08-20,46.41,67.67,Promotion End
PH000029160,P02160,2024-08-20,15.62,20.49,Cost Increase
PH000029161,P02161,2024-08-18,18.68,27.6,Annual Review
PH000029162,P02162,2024-08-10,10.56,15.04,Annual Review
PH000029163,P02163,2024-08-19,15.94,20.23,Promotion End
PH000029164,P02164,2024-08-12,61.5,74.36,Cost Increase
PH000029165,P02165,2024-08-24,43.95,82.66,Promotion End
PH000029166,P02166,2024-08-15,110.49,145.47,Cost Increase
PH000029167,P02167,2024-08-13,89.66,129.52,Promotion End
PH000029168,P02168,2024-08-16,45.74,68.0,Annual Review
PH000029169,P02169,2024-08-20,34.13,52.34,Promotion End
PH000029170,P02170,2024-08-09,30.61,49.44,Promotion End
PH000029171,P02171,2024-08-08,7.27,10.23,Market Adjustment
PH000029172,P02172,2024-08-08,27.86,40.6,Promotion End
PH000029173,P02173,2024-08-17,20.14,34.67,Cost Increase
PH000029174,P02174,2024-08-13,16.47,20.55,Promotion End
PH000029175,P02175,2024-08-19,39.7,56.04,Cost Increase
PH000029176,P02176,2024-08-10,25.86,43.26,Annual Review
PH000029177,P02177,2024-08-13,32.01,52.06,Promotion End
PH000029178,P02178,2024-08-13,14.66,19.03,Annual Review
PH000029179,P02179,2024-08-18,55.35,86.2,Annual Review
PH000029180,P02180,2024-08-25,22.22,37.6,Cost Increase
PH000029181,P02181,2024-08-15,38.98,61.7,Market Adjustment
PH000029182,P02182,2024-08-20,23.06,30.18,Market Adjustment
PH000029183,P02183,2024-08-15,6.62,8.5,Promotion End
PH000029184,P02184,2024-08-13,41.81,64.41,Market Adjustment
PH000029185,P02185,2024-08-24,27.47,35.83,Market Adjustment
PH000029186,P02186,2024-08-17,10.3,14.55,Annual Review
PH000029187,P02187,2024-08-27,13.57,15.79,Promotion End
PH000029188,P02188,2024-08-22,55.78,73.15,Cost Increase
PH000029189,P02189,2024-08-17,10.24,18.81,Promotion End
PH000029190,P02190,2024-08-24,21.42,37.34,Annual Review
PH000029191,P02191,2024-08-27,115.04,153.93,Annual Review
PH000029192,P02192,2024-08-12,41.05,55.74,Promotion End
PH000029193,P02193,2024-08-26,49.69,78.23,Cost Increase
PH000029194,P02194,2024-08-24,25.0,41.31,Promotion End
PH000029195,P02195,2024-08-09,9.51,12.13,Cost Increase
PH000029196,P02196,2024-08-11,34.23,61.75,Annual Review
PH000029197,P02197,2024-08-19,14.23,18.14,Cost Increase
PH000029198,P02198,2024-08-09,13.37,25.14,Annual Review
PH000029199,P02199,2024-08-25,31.0,42.48,Market Adjustment
PH000029200,P02200,2024-08-20,14.9,23.06,Market Adjustment
PH000029201,P02201,2024-08-09,29.22,34.16,Market Adjustment
PH000029202,P02202,2024-08-22,18.94,28.31,Annual Review
PH000029203,P02203,2024-08-10,28.27,43.02,Market Adjustment
PH000029204,P02204,2024-08-11,21.0,25.62,Market Adjustment
PH000029205,P02205,2024-08-13,28.85,34.76,Market Adjustment
PH000029206,P02206,2024-08-10,82.64,143.83,Promotion End
PH000029207,P02207,2024-08-27,51.35,67.39,Promotion End
PH000029208,P02208,2024-08-26,26.29,33.32,Promotion End
PH000029209,P02209,2024-08-15,70.89,94.8,Market Adjustment
PH000029210,P02210,2024-08-12,39.92,45.46,Market Adjustment
PH000029211,P02211,2024-08-15,66.2,82.01,Promotion End
PH000029212,P02212,2024-08-09,11.03,14.83,Annual Review
PH000029213,P02213,2024-08-11,14.96,23.09,Market Adjustment
PH000029214,P02214,2024-08-12,33.23,40.98,Promotion End
PH000029215,P02215,2024-08-27,26.37,42.02,Annual Review
PH000029216,P02216,2024-08-16,29.59,35.75,Promotion End
PH000029217,P02217,2024-08-27,43.63,53.72,Annual Review
PH000029218,P02218,2024-08-23,116.22,147.65,Promotion End
PH000029219,P02219,2024-08-08,22.19,29.3,Annual Review
PH000029220,P02220,2024-08-25,11.34,21.61,Annual Review
PH000029221,P02221,2024-08-14,39.01,45.78,Market Adjustment
PH000029222,P02222,2024-08-23,28.96,34.66,Market Adjustment
PH000029223,P02223,2024-08-25,31.65,59.19,Annual Review
PH000029224,P02224,2024-08-22,40.01,54.19,Cost Increase
PH000029225,P02225,2024-08-10,81.11,141.31,Market Adjustment
PH000029226,P02226,2024-08-25,17.66,27.67,Annual Review
PH000029227,P02227,2024-08-15,11.72,17.03,Annual Review
PH000029228,P02228,2024-08-28,44.81,67.67,Promotion End
PH000029229,P02229,2024-08-26,19.32,26.79,Annual Review
PH000029230,P02230,2024-08-27,20.37,24.7,Cost Increase
PH000029231,P02231,2024-08-19,39.67,51.83,Cost Increase
PH000029232,P02232,2024-08-28,66.01,81.67,Annual Review
PH000029233,P02233,2024-08-10,60.24,105.43,Cost Increase
PH000029234,P02234,2024-08-25,29.24,41.01,Market Adjustment
PH000029235,P02235,2024-08-13,160.98,258.95,Market Adjustment
PH000029236,P02236,2024-08-10,36.77,48.87,Promotion End
PH000029237,P02237,2024-08-25,105.01,200.96,Annual Review
PH000029238,P02238,2024-08-19,18.47,22.65,Market Adjustment
PH000029239,P02239,2024-08-22,35.54,51.64,Promotion End
PH000029240,P02240,2024-08-19,51.46,72.2,Cost Increase
PH000029241,P02241,2024-08-10,35.2,64.04,Cost Increase
PH000029242,P02242,2024-08-21,41.08,58.48,Promotion End
PH000029243,P02243,2024-08-21,31.03,37.67,Promotion End
PH000029244,P02244,2024-08-25,97.88,163.41,Cost Increase
PH000029245,P02245,2024-08-16,39.72,64.84,Annual Review
PH000029246,P02246,2024-08-15,104.85,163.34,Market Adjustment
PH000029247,P02247,2024-08-21,17.97,22.17,Cost Increase
PH000029248,P02248,2024-08-15,37.27,49.41,Cost Increase
PH000029249,P02249,2024-08-22,21.11,32.26,Cost Increase
PH000029250,P02250,2024-08-13,35.44,64.29,Cost Increase
PH000029251,P02251,2024-08-20,10.75,14.49,Market Adjustment
PH000029252,P02252,2024-08-26,11.87,14.84,Promotion End
PH000029253,P02253,2024-08-26,18.46,27.97,Cost Increase
PH000029254,P02254,2024-08-11,51.7,66.22,Annual Review
PH000029255,P02255,2024-08-20,15.8,22.26,Annual Review
PH000029256,P02256,2024-08-20,25.64,46.37,Promotion End
PH000029257,P02257,2024-08-19,74.2,100.43,Promotion End
PH000029258,P02258,2024-08-11,31.98,49.31,Market Adjustment
PH000029259,P02259,2024-08-24,53.86,73.81,Market Adjustment
PH000029260,P02260,2024-08-26,24.14,32.55,Cost Increase
PH000029261,P02261,2024-08-28,14.17,21.1,Promotion End
PH000029262,P02262,2024-08-18,27.29,51.73,Market Adjustment
PH000029263,P02263,2024-08-16,62.77,98.14,Cost Increase
PH000029264,P02264,2024-08-13,25.47,38.83,Market Adjustment
PH000029265,P02265,2024-08-22,18.71,31.99,Cost Increase
PH000029266,P02266,2024-08-19,56.61,93.25,Cost Increase
PH000029267,P02267,2024-08-28,104.62,141.54,Market Adjustment
PH000029268,P02268,2024-08-14,29.54,51.61,Annual Review
PH000029269,P02269,2024-08-22,15.74,30.04,Market Adjustment
PH000029270,P02270,2024-08-25,13.9,20.56,Promotion End
PH000029271,P02271,2024-08-13,63.64,119.93,Cost Increase
PH000029272,P02272,2024-08-26,8.32,9.43,Annual Review
PH000029273,P02273,2024-08-23,45.84,51.38,Cost Increase
PH000029274,P02274,2024-08-24,4.53,5.35,Promotion End
PH000029275,P02275,2024-08-16,33.84,53.82,Market Adjustment
PH000029276,P02276,2024-08-27,60.37,85.28,Market Adjustment
PH000029277,P02277,2024-08-26,18.32,22.28,Cost Increase
PH000029278,P02278,2024-08-18,106.94,123.96,Annual Review
PH000029279,P02279,2024-08-15,38.26,68.75,Promotion End
PH000029280,P02280,2024-08-24,52.8,65.93,Cost Increase
PH000029281,P02281,2024-08-19,48.18,57.85,Market Adjustment
PH000029282,P02282,2024-08-21,37.5,66.01,Cost Increase
PH000029283,P02283,2024-08-09,42.59,54.94,Cost Increase
PH000029284,P02284,2024-08-13,3.59,4.99,Cost Increase
PH000029285,P02285,2024-08-09,48.09,57.9,Market Adjustment
PH000029286,P02286,2024-08-20,27.82,41.43,Promotion End
PH000029287,P02287,2024-08-19,37.54,65.32,Market Adjustment
PH000029288,P02288,2024-08-08,63.11,111.09,Promotion End
PH000029289,P02289,2024-08-19,15.77,21.48,Promotion End
PH000029290,P02290,2024-08-17,21.54,26.75,Annual Review
PH000029291,P02291,2024-08-10,23.35,41.06,Annual Review
PH000029292,P02292,2024-08-18,34.19,43.99,Annual Review
PH000029293,P02293,2024-08-27,24.1,41.48,Promotion End
PH000029294,P02294,2024-08-14,42.47,62.71,Market Adjustment
PH000029295,P02295,2024-08-14,9.16,14.89,Promotion End
PH000029296,P02296,2024-08-26,54.32,65.99,Promotion End
PH000029297,P02297,2024-08-23,36.13,53.49,Promotion End
PH000029298,P02298,2024-08-23,50.66,88.0,Annual Review
PH000029299,P02299,2024-08-25,23.16,33.75,Cost Increase
PH000029300,P02300,2024-08-23,68.38,121.6,Promotion End
PH000029301,P02301,2024-08-09,51.79,85.4,Market Adjustment
PH000029302,P02302,2024-08-20,28.84,51.54,Market Adjustment
PH000029303,P02303,2024-08-09,27.35,46.97,Promotion End
PH000029304,P02304,2024-08-20,14.08,19.18,Market Adjustment
PH000029305,P02305,2024-08-14,13.93,21.23,Promotion End
PH000029306,P02306,2024-08-14,33.09,42.15,Annual Review
PH000029307,P02307,2024-08-13,22.02,34.21,Cost Increase
PH000029308,P02308,2024-08-17,20.64,25.1,Annual Review
PH000029309,P02309,2024-08-26,4.14,7.44,Cost Increase
PH000029310,P02310,2024-08-09,208.13,261.2,Market Adjustment
PH000029311,P02311,2024-08-08,13.98,18.94,Annual Review
PH000029312,P02312,2024-08-19,31.13,59.58,Annual Review
PH000029313,P02313,2024-08-24,109.34,195.5,Promotion End
PH000029314,P02314,2024-08-15,20.9,31.35,Cost Increase
PH000029315,P02315,2024-08-21,18.51,32.9,Market Adjustment
PH000029316,P02316,2024-08-10,8.62,15.38,Market Adjustment
PH000029317,P02317,2024-08-14,16.14,21.77,Annual Review
PH000029318,P02318,2024-08-28,37.61,51.96,Cost Increase
PH000029319,P02319,2024-08-20,3.4,4.44,Cost Increase
PH000029320,P02320,2024-08-16,22.19,36.02,Market Adjustment
PH000029321,P02321,2024-08-20,85.6,134.2,Market Adjustment
PH000029322,P02322,2024-08-13,56.96,75.88,Annual Review
PH000029323,P02323,2024-08-18,29.08,38.07,Market Adjustment
PH000029324,P02324,2024-08-16,29.1,41.63,Cost Increase
PH000029325,P02325,2024-08-20,34.13,47.29,Cost Increase
PH000029326,P02326,2024-08-22,15.35,18.62,Promotion End
PH000029327,P02327,2024-08-13,40.97,49.96,Promotion End
PH000029328,P02328,2024-08-18,33.87,57.86,Promotion End
PH000029329,P02329,2024-08-20,16.66,21.83,Promotion End
PH000029330,P02330,2024-08-09,19.41,27.91,Cost Increase
PH000029331,P02331,2024-08-24,9.74,18.58,Cost Increase
PH000029332,P02332,2024-08-24,45.81,64.79,Cost Increase
PH000029333,P02333,2024-08-20,174.71,264.95,Market Adjustment
PH000029334,P02334,2024-08-17,74.35,134.63,Promotion End
PH000029335,P02335,2024-08-23,112.34,126.93,Annual Review
PH000029336,P02336,2024-08-19,4.95,7.83,Market Adjustment
PH000029337,P02337,2024-08-08,43.96,72.74,Market Adjustment
PH000029338,P02338,2024-08-25,35.91,49.42,Cost Increase
PH000029339,P02339,2024-08-12,40.16,62.7,Market Adjustment
PH000029340,P02340,2024-08-25,15.44,20.87,Cost Increase
PH000029341,P02341,2024-08-20,94.12,119.13,Annual Review
PH000029342,P02342,2024-08-08,19.55,27.33,Market Adjustment
PH000029343,P02343,2024-08-28,19.56,29.85,Market Adjustment
PH000029344,P02344,2024-08-08,12.02,17.96,Market Adjustment
PH000029345,P02345,2024-08-18,26.69,32.72,Cost Increase
PH000029346,P02346,2024-08-14,65.87,124.05,Cost Increase
PH000029347,P02347,2024-08-10,36.21,68.08,Promotion End
PH000029348,P02348,2024-08-17,27.56,32.68,Cost Increase
PH000029349,P02349,2024-08-11,50.16,60.55,Market Adjustment
PH000029350,P02350,2024-08-18,63.71,121.87,Annual Review
PH000029351,P02351,2024-08-15,52.68,64.16,Market Adjustment
PH000029352,P02352,2024-08-20,8.48,14.77,Market Adjustment
PH000029353,P02353,2024-08-19,50.93,80.26,Market Adjustment
PH000029354,P02354,2024-08-23,40.55,65.32,Promotion End
PH000029355,P02355,2024-08-24,17.06,21.04,Promotion End
PH000029356,P02356,2024-08-24,40.88,50.05,Cost Increase
PH000029357,P02357,2024-08-09,65.32,88.23,Annual Review
PH000029358,P02358,2024-08-13,19.96,33.27,Annual Review
PH000029359,P02359,2024-08-23,54.76,103.83,Market Adjustment
PH000029360,P02360,2024-08-10,37.74,46.75,Market Adjustment
PH000029361,P02361,2024-08-20,4.39,6.69,Annual Review
PH000029362,P02362,2024-08-20,29.0,43.58,Market Adjustment
PH000029363,P02363,2024-08-17,35.61,65.35,Cost Increase
PH000029364,P02364,2024-08-25,24.29,32.06,Annual Review
PH000029365,P02365,2024-08-19,38.41,53.34,Market Adjustment
PH000029366,P02366,2024-08-19,27.5,45.5,Promotion End
PH000029367,P02367,2024-08-27,141.72,270.67,Promotion End
PH000029368,P02368,2024-08-15,23.17,30.98,Promotion End
PH000029369,P02369,2024-08-21,17.75,21.05,Cost Increase
PH000029370,P02370,2024-08-14,52.96,65.43,Market Adjustment
PH000029371,P02371,2024-08-27,24.46,33.21,Cost Increase
PH000029372,P02372,2024-08-17,28.18,37.62,Cost Increase
PH000029373,P02373,2024-08-08,26.49,43.46,Market Adjustment
PH000029374,P02374,2024-08-09,50.67,65.21,Annual Review
PH000029375,P02375,2024-08-13,14.66,22.29,Market Adjustment
PH000029376,P02376,2024-08-23,54.73,90.55,Promotion End
PH000029377,P02377,2024-08-26,42.0,70.02,Cost Increase
PH000029378,P02378,2024-08-26,102.92,186.51,Annual Review
PH000029379,P02379,2024-08-26,33.97,42.1,Promotion End
PH000029380,P02380,2024-08-13,15.0,20.83,Cost Increase
PH000029381,P02381,2024-08-11,34.23,61.9,Promotion End
PH000029382,P02382,2024-08-18,37.85,43.46,Promotion End
PH000029383,P02383,2024-08-09,69.21,114.11,Market Adjustment
PH000029384,P02384,2024-08-25,15.0,27.42,Cost Increase
PH000029385,P02385,2024-08-18,10.62,14.22,Annual Review
PH000029386,P02386,2024-08-08,34.64,54.92,Annual Review
PH000029387,P02387,2024-08-27,24.28,38.71,Market Adjustment
PH000029388,P02388,2024-08-21,26.02,31.57,Promotion End
PH000029389,P02389,2024-08-13,16.29,22.71,Market Adjustment
PH000029390,P02390,2024-08-22,28.64,39.67,Annual Review
PH000029391,P02391,2024-08-11,23.1,35.65,Cost Increase
PH000029392,P02392,2024-08-23,16.74,24.7,Cost Increase
PH000029393,P02393,2024-08-12,30.97,39.94,Market Adjustment
PH000029394,P02394,2024-08-13,12.06,16.34,Annual Review
PH000029395,P02395,2024-08-17,119.11,222.7,Cost Increase
PH000029396,P02396,2024-08-25,8.85,16.28,Annual Review
PH000029397,P02397,2024-08-10,50.46,96.56,Market Adjustment
PH000029398,P02398,2024-08-20,68.14,78.64,Market Adjustment
PH000029399,P02399,2024-08-21,38.86,73.57,Cost Increase
PH000029400,P02400,2024-08-26,22.56,35.21,Annual Review
PH000029401,P02401,2024-08-25,30.75,57.76,Cost Increase
PH000029402,P02402,2024-08-20,29.76,56.01,Annual Review
PH000029403,P02403,2024-08-11,22.34,30.23,Annual Review
PH000029404,P02404,2024-08-18,120.92,160.32,Promotion End
PH000029405,P02405,2024-08-19,20.76,29.76,Cost Increase
PH000029406,P02406,2024-08-14,32.08,57.24,Cost Increase
PH000029407,P02407,2024-08-16,29.89,42.3,Annual Review
PH000029408,P02408,2024-08-10,33.99,54.06,Market Adjustment
PH000029409,P02409,2024-08-10,114.32,194.59,Annual Review
PH000029410,P02410,2024-08-24,44.53,53.4,Promotion End
PH000029411,P02411,2024-08-22,21.88,31.61,Market Adjustment
PH000029412,P02412,2024-08-08,84.37,131.27,Promotion End
PH000029413,P02413,2024-08-26,51.13,58.76,Cost Increase
PH000029414,P02414,2024-08-11,22.44,37.1,Promotion End
PH000029415,P02415,2024-08-16,74.19,120.11,Cost Increase
PH000029416,P02416,2024-08-18,11.87,21.06,Annual Review
PH000029417,P02417,2024-08-13,13.85,17.3,Annual Review
PH000029418,P02418,2024-08-16,9.87,11.31,Annual Review
PH000029419,P02419,2024-08-11,7.37,8.92,Cost Increase
PH000029420,P02420,2024-08-08,71.1,104.39,Cost Increase
PH000029421,P02421,2024-08-11,34.19,47.74,Cost Increase
PH000029422,P02422,2024-08-14,10.36,15.58,Market Adjustment
PH000029423,P02423,2024-08-14,28.73,38.75,Annual Review
PH000029424,P02424,2024-08-25,56.38,71.03,Promotion End
PH000029425,P02425,2024-08-20,18.08,34.06,Cost Increase
PH000029426,P02426,2024-08-17,24.47,29.55,Market Adjustment
PH000029427,P02427,2024-08-18,126.06,221.44,Market Adjustment
PH000029428,P02428,2024-08-17,25.4,39.89,Cost Increase
PH000029429,P02429,2024-08-19,10.66,20.23,Cost Increase
PH000029430,P02430,2024-08-12,20.94,31.14,Promotion End
PH000029431,P02431,2024-08-17,9.88,17.55,Promotion End
PH000029432,P02432,2024-08-13,48.67,72.89,Market Adjustment
PH000029433,P02433,2024-08-17,16.28,19.31,Cost Increase
PH000029434,P02434,2024-08-14,15.83,28.78,Market Adjustment
PH000029435,P02435,2024-08-14,139.3,183.03,Annual Review
PH000029436,P02436,2024-08-08,13.09,15.15,Cost Increase
PH000029437,P02437,2024-08-09,11.5,17.48,Market Adjustment
PH000029438,P02438,2024-08-17,14.74,22.85,Promotion End
PH000029439,P02439,2024-08-15,57.1,86.72,Market Adjustment
PH000029440,P02440,2024-08-17,44.14,61.46,Cost Increase
PH000029441,P02441,2024-08-23,21.09,31.39,Cost Increase
PH000029442,P02442,2024-08-12,19.76,24.24,Cost Increase
PH000029443,P02443,2024-08-20,40.9,56.61,Market Adjustment
PH000029444,P02444,2024-08-23,34.5,46.93,Market Adjustment
PH000029445,P02445,2024-08-09,26.34,41.47,Market Adjustment
PH000029446,P02446,2024-08-24,45.38,55.52,Market Adjustment
PH000029447,P02447,2024-08-26,13.64,17.86,Promotion End
PH000029448,P02448,2024-08-20,16.83,22.6,Annual Review
PH000029449,P02449,2024-08-27,47.52,61.3,Promotion End
PH000029450,P02450,2024-08-22,37.21,45.09,Annual Review
PH000029451,P02451,2024-08-08,7.1,9.68,Cost Increase
PH000029452,P02452,2024-08-20,30.23,49.83,Market Adjustment
PH000029453,P02453,2024-08-08,129.37,151.46,Market Adjustment
PH000029454,P02454,2024-08-15,52.6,70.9,Annual Review
PH000029455,P02455,2024-08-19,20.78,30.16,Market Adjustment
PH000029456,P02456,2024-08-11,17.73,20.57,Cost Increase
PH000029457,P02457,2024-08-08,38.06,49.05,Annual Review
PH000029458,P02458,2024-08-17,71.41,117.95,Cost Increase
PH000029459,P02459,2024-08-12,8.82,11.8,Cost Increase
PH000029460,P02460,2024-08-27,36.52,50.14,Annual Review
PH000029461,P02461,2024-08-25,24.41,38.34,Promotion End
PH000029462,P02462,2024-08-23,33.98,53.78,Market Adjustment
PH000029463,P02463,2024-08-19,10.97,19.14,Promotion End
PH000029464,P02464,2024-08-18,68.24,102.04,Promotion End
PH000029465,P02465,2024-08-15,87.15,137.55,Promotion End
PH000029466,P02466,2024-08-25,47.84,74.55,Market Adjustment
PH000029467,P02467,2024-08-14,100.77,155.3,Promotion End
PH000029468,P02468,2024-08-09,22.78,34.85,Market Adjustment
PH000029469,P02469,2024-08-21,36.1,46.98,Promotion End
PH000029470,P02470,2024-08-26,49.27,77.86,Cost Increase
PH000029471,P02471,2024-08-26,38.51,59.5,Market Adjustment
PH000029472,P02472,2024-08-12,24.75,32.48,Annual Review
PH000029473,P02473,2024-08-20,27.13,48.67,Promotion End
PH000029474,P02474,2024-08-20,77.66,92.77,Promotion End
