ProductID,ProductName,CategoryID,CategoryName,SupplierID,StandardCost,ListPrice,WeightLbs,Status
P01460,Insulation Premium 1460,C05,Insulation,S0116,13.28,21.7,20.51,Active
P01461,Steel Standard 1461,C06,Steel,S0177,16.36,19.23,11.04,Active
P01462,Paint Standard 1462,C07,Paint,S0152,11.12,16.8,5.05,Active
P01463,Flooring Pro 1463,C08,Flooring,S0250,16.89,30.19,20.26,Active
P01464,Plumbing Commercial 1464,C09,Plumbing,S0030,47.49,87.64,11.58,Active
P01465,Electrical Commercial 1465,C10,Electrical,S0081,10.54,18.37,6.82,Active
P01466,Tools Standard 1466,C11,Tools,S0034,16.08,20.2,19.74,Active
P01467,Fasteners Premium 1467,C12,Fasteners,S0249,61.85,76.06,23.35,Active
P01468,Doors Standard 1468,C13,Doors,S0227,15.98,19.23,0.77,Active
P01469,Windows Standard 1469,C14,Windows,S0062,7.87,10.86,32.44,Active
P01470,Concrete Accessories Commercial 1470,C15,Concrete Accessories,S0104,20.47,27.14,4.59,Active
P01471,Cement Premium 1471,C01,Cement,S0249,85.62,140.78,28.18,Active
P01472,Drywall Premium 1472,C02,Drywall,S0007,27.58,32.06,6.93,Active
P01473,Lumber Standard 1473,C03,Lumber,S0165,24.72,32.19,11.07,Active
P01474,Roofing Commercial 1474,C04,Roofing,S0046,83.1,134.26,13.2,Active
P01475,Insulation Commercial 1475,C05,Insulation,S0129,45.07,65.25,25.85,Active
P01476,Steel Commercial 1476,C06,Steel,S0083,11.96,16.75,17.8,Active
P01477,Paint Pro 1477,C07,Paint,S0031,22.06,29.31,0.94,Active
P01478,Flooring Premium 1478,C08,Flooring,S0160,6.11,7.64,3.61,Active
P01479,Plumbing Standard 1479,C09,Plumbing,S0017,39.32,70.14,10.0,Active
P01480,Electrical Pro 1480,C10,Electrical,S0055,30.85,54.81,52.24,Active
P01481,Tools Pro 1481,C11,Tools,S0003,11.15,12.71,8.8,Active
P01482,Fasteners Pro 1482,C12,Fasteners,S0024,33.55,41.48,4.65,Active
P01483,Doors Standard 1483,C13,Doors,S0102,27.66,48.55,2.14,Active
P01484,Windows Pro 1484,C14,Windows,S0230,72.74,99.83,4.89,Active
P01485,Concrete Accessories Premium 1485,C15,Concrete Accessories,S0106,112.39,150.08,8.77,Active
P01486,Cement Premium 1486,C01,Cement,S0193,55.68,102.24,8.6,Active
P01487,Drywall Premium 1487,C02,Drywall,S0044,26.54,37.86,5.34,Active
P01488,Lumber Standard 1488,C03,Lumber,S0224,29.47,35.44,12.02,Active
P01489,Roofing Commercial 1489,C04,Roofing,S0182,15.66,18.97,8.06,Active
P01490,Insulation Commercial 1490,C05,Insulation,S0078,17.69,31.87,71.5,Active
P01491,Steel Commercial 1491,C06,Steel,S0238,25.46,29.41,36.26,Active
P01492,Paint Commercial 1492,C07,Paint,S0168,23.64,29.65,11.4,Active
P01493,Flooring Commercial 1493,C08,Flooring,S0204,10.75,18.89,6.04,Active
P01494,Plumbing Premium 1494,C09,Plumbing,S0154,31.42,41.18,37.62,Active
P01495,Electrical Commercial 1495,C10,Electrical,S0194,31.67,41.83,31.35,Active
P01496,Tools Pro 1496,C11,Tools,S0065,42.46,68.34,39.04,Active
P01497,Fasteners Standard 1497,C12,Fasteners,S0050,26.01,32.92,77.57,Active
P01498,Doors Pro 1498,C13,Doors,S0051,19.3,30.98,4.53,Active
P01499,Windows Standard 1499,C14,Windows,S0173,11.62,15.88,73.55,Active
P01500,Concrete Accessories Pro 1500,C15,Concrete Accessories,S0175,48.12,66.53,6.68,Active
P01501,Cement Standard 1501,C01,Cement,S0117,65.0,103.35,16.76,Active
P01502,Drywall Standard 1502,C02,Drywall,S0108,107.37,133.49,2.24,Active
P01503,Lumber Premium 1503,C03,Lumber,S0084,22.52,32.1,5.95,Active
P01504,Roofing Standard 1504,C04,Roofing,S0161,6.81,9.23,23.44,Active
P01505,Insulation Premium 1505,C05,Insulation,S0233,22.44,31.3,17.56,Active
P01506,Steel Pro 1506,C06,Steel,S0234,141.44,243.79,6.57,Active
P01507,Paint Commercial 1507,C07,Paint,S0049,20.19,27.21,10.04,Active
P01508,Flooring Pro 1508,C08,Flooring,S0230,54.11,92.01,5.42,Active
P01509,Plumbing Standard 1509,C09,Plumbing,S0106,17.43,27.63,23.37,Active
P01510,Electrical Premium 1510,C10,Electrical,S0162,35.34,43.77,1.43,Active
P01511,Tools Premium 1511,C11,Tools,S0162,11.5,20.63,34.85,Active
P01512,Fasteners Pro 1512,C12,Fasteners,S0064,35.92,42.76,4.54,Active
P01513,Doors Pro 1513,C13,Doors,S0148,24.06,39.41,9.13,Active
P01514,Windows Commercial 1514,C14,Windows,S0207,45.38,53.95,2.66,Active
P01515,Concrete Accessories Premium 1515,C15,Concrete Accessories,S0083,15.05,21.51,11.54,Active
P01516,Cement Pro 1516,C01,Cement,S0236,25.28,39.07,15.1,Active
P01517,Drywall Standard 1517,C02,Drywall,S0096,11.47,17.97,12.45,Active
P01518,Lumber Pro 1518,C03,Lumber,S0039,58.21,89.25,13.99,Active
P01519,Roofing Commercial 1519,C04,Roofing,S0030,29.89,52.79,8.28,Active
P01520,Insulation Premium 1520,C05,Insulation,S0138,15.11,24.47,8.46,Active
P01521,Steel Premium 1521,C06,Steel,S0206,65.48,106.21,8.11,Active
P01522,Paint Pro 1522,C07,Paint,S0033,14.54,18.07,5.79,Active
P01523,Flooring Standard 1523,C08,Flooring,S0044,31.21,44.03,6.45,Active
P01524,Plumbing Pro 1524,C09,Plumbing,S0199,38.08,57.96,14.45,Active
P01525,Electrical Premium 1525,C10,Electrical,S0040,50.52,91.81,32.5,Active
P01526,Tools Standard 1526,C11,Tools,S0244,54.44,87.66,3.89,Active
P01527,Fasteners Pro 1527,C12,Fasteners,S0193,14.4,19.19,8.43,Active
P01528,Doors Standard 1528,C13,Doors,S0043,19.77,33.47,3.24,Active
P01529,Windows Pro 1529,C14,Windows,S0069,19.9,32.96,5.89,Active
P01530,Concrete Accessories Standard 1530,C15,Concrete Accessories,S0075,16.94,29.84,6.79,Active
P01531,Cement Standard 1531,C01,Cement,S0179,61.86,77.69,10.8,Active
P01532,Drywall Pro 1532,C02,Drywall,S0056,152.97,209.66,10.52,Active
P01533,Lumber Standard 1533,C03,Lumber,S0235,22.13,34.29,9.06,Active
P01534,Roofing Premium 1534,C04,Roofing,S0175,32.44,47.83,13.35,Active
P01535,Insulation Pro 1535,C05,Insulation,S0094,116.01,182.48,4.22,Active
P01536,Steel Premium 1536,C06,Steel,S0215,49.47,69.82,10.88,Active
P01537,Paint Standard 1537,C07,Paint,S0084,9.03,12.04,18.06,Active
P01538,Flooring Pro 1538,C08,Flooring,S0040,65.85,101.97,4.17,Active
P01539,Plumbing Standard 1539,C09,Plumbing,S0115,26.94,43.93,1.91,Active
P01540,Electrical Commercial 1540,C10,Electrical,S0119,11.23,13.91,23.18,Active
P01541,Tools Standard 1541,C11,Tools,S0108,19.56,31.21,3.33,Active
P01542,Fasteners Commercial 1542,C12,Fasteners,S0036,31.84,37.31,5.64,Active
P01543,Doors Premium 1543,C13,Doors,S0241,19.5,28.18,17.56,Active
P01544,Windows Premium 1544,C14,Windows,S0131,12.02,15.63,4.0,Active
P01545,Concrete Accessories Commercial 1545,C15,Concrete Accessories,S0029,30.2,36.47,21.6,Active
P01546,Cement Premium 1546,C01,Cement,S0236,64.5,105.35,4.96,Active
P01547,Drywall Commercial 1547,C02,Drywall,S0232,52.26,81.43,4.46,Active
P01548,Lumber Commercial 1548,C03,Lumber,S0154,97.35,125.68,3.25,Active
P01549,Roofing Commercial 1549,C04,Roofing,S0132,68.71,85.34,5.0,Active
P01550,Insulation Standard 1550,C05,Insulation,S0193,110.97,140.13,15.37,Active
P01551,Steel Commercial 1551,C06,Steel,S0073,13.31,16.4,5.64,Active
P01552,Paint Pro 1552,C07,Paint,S0233,46.84,76.15,23.28,Active
P01553,Flooring Commercial 1553,C08,Flooring,S0137,25.8,31.35,9.4,Active
P01554,Plumbing Pro 1554,C09,Plumbing,S0147,46.1,78.5,10.16,Active
P01555,Electrical Standard 1555,C10,Electrical,S0075,10.96,12.46,4.34,Active
P01556,Tools Pro 1556,C11,Tools,S0019,31.96,55.24,26.95,Active
P01557,Fasteners Pro 1557,C12,Fasteners,S0147,84.03,110.54,18.2,Active
P01558,Doors Commercial 1558,C13,Doors,S0173,33.15,47.46,17.71,Active
P01559,Windows Standard 1559,C14,Windows,S0079,17.0,24.36,7.86,Active
P01560,Concrete Accessories Standard 1560,C15,Concrete Accessories,S0211,15.23,18.78,2.93,Active
P01561,Cement Commercial 1561,C01,Cement,S0222,34.24,50.22,10.66,Active
P01562,Drywall Commercial 1562,C02,Drywall,S0036,43.88,67.01,14.75,Active
P01563,Lumber Pro 1563,C03,Lumber,S0168,32.13,40.17,14.89,Active
P01564,Roofing Pro 1564,C04,Roofing,S0215,26.31,48.04,13.09,Active
P01565,Insulation Standard 1565,C05,Insulation,S0037,16.31,19.4,12.59,Active
P01566,Steel Premium 1566,C06,Steel,S0153,43.29,65.84,4.94,Active
P01567,Paint Premium 1567,C07,Paint,S0125,28.11,41.67,5.15,Active
P01568,Flooring Premium 1568,C08,Flooring,S0027,18.75,22.93,3.28,Active
P01569,Plumbing Standard 1569,C09,Plumbing,S0194,65.76,75.98,23.55,Active
P01570,Electrical Commercial 1570,C10,Electrical,S0094,39.5,47.11,53.25,Active
P01571,Tools Pro 1571,C11,Tools,S0093,23.75,28.53,138.18,Active
P01572,Fasteners Commercial 1572,C12,Fasteners,S0016,23.12,37.59,11.36,Active
P01573,Doors Pro 1573,C13,Doors,S0064,20.52,29.16,12.62,Active
P01574,Windows Standard 1574,C14,Windows,S0099,48.66,71.91,8.15,Active
P01575,Concrete Accessories Pro 1575,C15,Concrete Accessories,S0053,94.04,166.49,11.19,Active
P01576,Cement Premium 1576,C01,Cement,S0249,32.76,37.8,3.98,Active
P01577,Drywall Premium 1577,C02,Drywall,S0045,36.34,58.43,8.0,Active
P01578,Lumber Pro 1578,C03,Lumber,S0091,17.71,27.65,4.49,Active
P01579,Roofing Premium 1579,C04,Roofing,S0029,175.96,289.5,7.12,Active
P01580,Insulation Pro 1580,C05,Insulation,S0133,9.78,15.7,4.81,Active
P01581,Steel Commercial 1581,C06,Steel,S0089,26.15,43.78,14.76,Active
P01582,Paint Pro 1582,C07,Paint,S0205,39.98,45.47,16.59,Active
P01583,Flooring Commercial 1583,C08,Flooring,S0017,17.26,23.21,12.26,Active
P01584,Plumbing Premium 1584,C09,Plumbing,S0208,14.68,17.22,5.17,Active
P01585,Electrical Standard 1585,C10,Electrical,S0175,14.26,24.31,3.1,Active
P01586,Tools Premium 1586,C11,Tools,S0003,57.11,70.47,16.77,Active
P01587,Fasteners Premium 1587,C12,Fasteners,S0039,53.71,74.21,9.35,Active
P01588,Doors Commercial 1588,C13,Doors,S0062,46.7,75.36,1.85,Active
P01589,Windows Commercial 1589,C14,Windows,S0043,49.61,76.38,10.58,Active
P01590,Concrete Accessories Standard 1590,C15,Concrete Accessories,S0030,42.05,73.45,12.71,Active
P01591,Cement Premium 1591,C01,Cement,S0008,13.59,21.32,2.34,Active
P01592,Drywall Standard 1592,C02,Drywall,S0121,16.47,23.0,15.01,Active
P01593,Lumber Commercial 1593,C03,Lumber,S0207,43.95,78.44,2.63,Active
P01594,Roofing Commercial 1594,C04,Roofing,S0106,13.64,19.02,4.71,Active
P01595,Insulation Pro 1595,C05,Insulation,S0101,21.11,25.33,2.65,Active
P01596,Steel Premium 1596,C06,Steel,S0033,10.02,14.75,4.31,Active
P01597,Paint Pro 1597,C07,Paint,S0071,28.8,34.74,3.12,Active
P01598,Flooring Premium 1598,C08,Flooring,S0072,25.0,29.03,23.4,Active
P01599,Plumbing Commercial 1599,C09,Plumbing,S0181,10.9,18.48,7.49,Active
P01600,Electrical Premium 1600,C10,Electrical,S0209,55.55,66.93,6.19,Active
P01601,Tools Pro 1601,C11,Tools,S0178,18.15,22.23,25.72,Active
P01602,Fasteners Commercial 1602,C12,Fasteners,S0215,21.88,28.15,24.39,Active
P01603,Doors Premium 1603,C13,Doors,S0141,36.61,47.98,6.63,Active
P01604,Windows Standard 1604,C14,Windows,S0004,37.93,47.82,12.04,Active
P01605,Concrete Accessories Pro 1605,C15,Concrete Accessories,S0113,55.4,66.48,5.51,Active
P01606,Cement Standard 1606,C01,Cement,S0050,27.91,36.2,8.54,Active
P01607,Drywall Premium 1607,C02,Drywall,S0238,44.39,67.27,3.59,Active
P01608,Lumber Commercial 1608,C03,Lumber,S0034,55.25,75.62,13.73,Active
P01609,Roofing Premium 1609,C04,Roofing,S0108,10.78,13.5,26.77,Active
P01610,Insulation Pro 1610,C05,Insulation,S0140,129.52,219.97,22.23,Active
P01611,Steel Commercial 1611,C06,Steel,S0209,73.62,124.36,9.75,Active
P01612,Paint Standard 1612,C07,Paint,S0034,8.47,10.74,1.72,Active
P01613,Flooring Commercial 1613,C08,Flooring,S0169,32.41,39.8,5.3,Active
P01614,Plumbing Pro 1614,C09,Plumbing,S0020,14.29,19.66,8.53,Active
P01615,Electrical Pro 1615,C10,Electrical,S0190,41.72,62.64,2.44,Active
P01616,Tools Commercial 1616,C11,Tools,S0082,19.8,36.59,35.12,Active
P01617,Fasteners Standard 1617,C12,Fasteners,S0076,12.77,15.78,19.74,Active
P01618,Doors Pro 1618,C13,Doors,S0020,19.31,33.58,14.75,Active
P01619,Windows Standard 1619,C14,Windows,S0147,58.45,90.81,17.59,Active
P01620,Concrete Accessories Standard 1620,C15,Concrete Accessories,S0225,51.23,84.09,3.2,Active
P01621,Cement Commercial 1621,C01,Cement,S0235,59.12,72.02,4.19,Active
P01622,Drywall Premium 1622,C02,Drywall,S0036,32.51,56.07,11.39,Active
P01623,Lumber Standard 1623,C03,Lumber,S0105,38.08,45.19,12.22,Active
P01624,Roofing Premium 1624,C04,Roofing,S0061,15.02,17.98,2.68,Active
P01625,Insulation Standard 1625,C05,Insulation,S0132,49.93,84.25,10.67,Active
P01626,Steel Premium 1626,C06,Steel,S0027,60.62,107.72,8.67,Active
P01627,Paint Commercial 1627,C07,Paint,S0099,10.14,14.25,21.53,Active
P01628,Flooring Standard 1628,C08,Flooring,S0048,20.92,27.84,12.28,Active
P01629,Plumbing Pro 1629,C09,Plumbing,S0151,17.23,25.27,39.64,Active
P01630,Electrical Pro 1630,C10,Electrical,S0026,14.68,17.86,6.66,Active
P01631,Tools Premium 1631,C11,Tools,S0230,29.23,45.81,3.38,Active
P01632,Fasteners Premium 1632,C12,Fasteners,S0009,34.17,50.73,38.5,Active
P01633,Doors Standard 1633,C13,Doors,S0249,19.23,24.53,12.88,Active
P01634,Windows Standard 1634,C14,Windows,S0233,3.96,6.6,8.71,Active
P01635,Concrete Accessories Pro 1635,C15,Concrete Accessories,S0163,21.78,34.27,4.32,Active
P01636,Cement Commercial 1636,C01,Cement,S0208,57.8,82.95,6.73,Active
P01637,Drywall Premium 1637,C02,Drywall,S0121,23.95,28.55,6.43,Active
P01638,Lumber Premium 1638,C03,Lumber,S0235,7.09,9.71,3.26,Active
P01639,Roofing Commercial 1639,C04,Roofing,S0010,53.13,83.43,1.35,Active
P01640,Insulation Commercial 1640,C05,Insulation,S0077,15.86,24.14,6.3,Active
P01641,Steel Premium 1641,C06,Steel,S0183,91.88,141.56,18.02,Active
P01642,Paint Standard 1642,C07,Paint,S0162,18.36,28.73,29.2,Active
P01643,Flooring Standard 1643,C08,Flooring,S0103,16.15,19.43,22.38,Active
P01644,Plumbing Commercial 1644,C09,Plumbing,S0167,10.47,12.41,23.71,Active
P01645,Electrical Standard 1645,C10,Electrical,S0169,20.4,26.87,3.58,Active
P01646,Tools Standard 1646,C11,Tools,S0216,23.29,31.51,11.58,Active
P01647,Fasteners Premium 1647,C12,Fasteners,S0081,19.18,24.59,14.86,Active
P01648,Doors Premium 1648,C13,Doors,S0038,18.03,22.37,15.77,Active
P01649,Windows Standard 1649,C14,Windows,S0037,36.95,49.03,8.54,Active
P01650,Concrete Accessories Pro 1650,C15,Concrete Accessories,S0152,19.91,24.5,10.34,Active
P01651,Cement Commercial 1651,C01,Cement,S0151,39.85,70.21,57.72,Active
P01652,Drywall Premium 1652,C02,Drywall,S0146,52.33,77.11,21.72,Active
P01653,Lumber Commercial 1653,C03,Lumber,S0199,235.56,389.98,14.36,Active
P01654,Roofing Pro 1654,C04,Roofing,S0033,38.06,67.04,17.01,Active
P01655,Insulation Standard 1655,C05,Insulation,S0018,13.38,19.76,6.05,Active
P01656,Steel Commercial 1656,C06,Steel,S0218,19.02,22.2,16.17,Active
P01657,Paint Premium 1657,C07,Paint,S0103,24.0,34.23,10.22,Active
P01658,Flooring Standard 1658,C08,Flooring,S0078,58.04,72.42,19.63,Active
P01659,Plumbing Standard 1659,C09,Plumbing,S0217,24.21,43.14,4.94,Active
P01660,Electrical Premium 1660,C10,Electrical,S0154,60.02,75.48,18.11,Active
P01661,Tools Standard 1661,C11,Tools,S0167,8.81,11.21,6.81,Active
P01662,Fasteners Premium 1662,C12,Fasteners,S0137,30.44,45.34,18.19,Active
P01663,Doors Standard 1663,C13,Doors,S0169,51.27,80.88,11.65,Active
P01664,Windows Pro 1664,C14,Windows,S0080,40.84,62.44,9.56,Active
P01665,Concrete Accessories Standard 1665,C15,Concrete Accessories,S0048,16.92,26.21,7.13,Active
P01666,Cement Premium 1666,C01,,S0056,27.48,31.25,8.75,Active
P01667,Drywall Premium 1667,C02,Drywall,S0011,7.24,10.43,6.31,Active
P01668,Lumber Pro 1668,C03,Lumber,S0204,28.2,37.99,7.01,Active
P01669,Roofing Premium 1669,C04,Roofing,S0030,22.81,29.75,14.0,Active
P01670,Insulation Premium 1670,C05,Insulation,S0148,12.74,21.32,2.08,Active
P01671,Steel Standard 1671,C06,Steel,S0201,21.25,35.65,17.95,Active
P01672,Paint Pro 1672,C07,Paint,S0177,88.35,112.67,18.25,Active
P01673,Flooring Pro 1673,C08,Flooring,S0162,9.7,12.6,7.32,Active
P01674,Plumbing Premium 1674,C09,Plumbing,S0134,32.45,43.03,10.59,Active
P01675,Electrical Standard 1675,C10,Electrical,S0109,39.55,51.34,3.95,Active
P01676,Tools Pro 1676,C11,Tools,S0030,28.37,34.58,13.17,Active
P01677,Fasteners Standard 1677,C12,Fasteners,S0023,48.33,80.55,4.37,Active
P01678,Doors Premium 1678,C13,Doors,S0090,21.29,34.43,0.79,Active
P01679,Windows Commercial 1679,C14,Windows,S0141,17.55,20.76,5.63,Active
P01680,Concrete Accessories Pro 1680,C15,Concrete Accessories,S0140,13.28,23.28,10.48,Active
P01681,Cement Premium 1681,C01,Cement,S0135,26.07,32.64,1.18,Active
P01682,Drywall Pro 1682,C02,Drywall,S0094,31.53,52.09,3.91,Active
P01683,Lumber Premium 1683,C03,Lumber,S0030,38.09,59.45,2.85,Active
P01684,Roofing Pro 1684,C04,Roofing,S0054,27.69,44.03,6.99,Active
P01685,Insulation Premium 1685,C05,Insulation,S0032,33.52,56.71,10.1,Active
P01686,Steel Standard 1686,C06,Steel,S0111,22.68,33.22,2.26,Active
P01687,Paint Standard 1687,C07,Paint,S0029,9.64,13.38,5.34,Active
P01688,Flooring Pro 1688,C08,Flooring,S0194,26.96,49.63,5.22,Active
P01689,Plumbing Commercial 1689,C09,Plumbing,S0217,42.0,60.04,7.02,Active
P01690,Electrical Standard 1690,C10,Electrical,S0194,13.8,16.99,7.03,Active
P01691,Tools Pro 1691,C11,Tools,S0242,31.76,45.36,12.09,Active
P01692,Fasteners Commercial 1692,C12,Fasteners,S0009,100.97,124.68,4.94,Active
P01693,Doors Pro 1693,C13,Doors,S0107,25.75,40.9,13.24,Active
P01694,Windows Premium 1694,C14,Windows,S0111,26.67,33.04,5.75,Active
P01695,Concrete Accessories Commercial 1695,C15,Concrete Accessories,S0069,9.17,11.53,5.7,Active
P01696,Cement Commercial 1696,C01,Cement,S0225,12.79,23.32,1.91,Active
P01697,Drywall Premium 1697,C02,Drywall,S0144,15.53,20.0,3.52,Active
P01698,Lumber Commercial 1698,C03,Lumber,S0217,40.8,61.12,15.5,Active
P01699,Roofing Premium 1699,C04,Roofing,S0093,14.4,18.55,7.14,Active
P01700,Insulation Premium 1700,C05,Insulation,S0088,7.38,10.08,5.78,Active
P01701,Steel Commercial 1701,C06,Steel,S0195,35.85,46.22,18.96,Active
P01702,Paint Pro 1702,C07,Paint,S0129,16.46,18.94,23.26,Active
P01703,Flooring Standard 1703,C08,Flooring,S0084,9.38,11.21,2.94,Active
P01704,Plumbing Standard 1704,C09,Plumbing,S0013,44.56,65.93,40.61,Active
P01705,Electrical Premium 1705,C10,Electrical,S0116,38.3,53.2,8.7,Active
P01706,Tools Premium 1706,C11,Tools,S0072,5.83,8.89,1.46,Active
P01707,Fasteners Standard 1707,C12,Fasteners,S0203,29.68,49.74,6.54,Active
P01708,Doors Pro 1708,C13,Doors,S0227,12.5,14.21,9.57,Active
P01709,Windows Standard 1709,C14,Windows,S0041,29.39,46.09,21.11,Active
P01710,Concrete Accessories Premium 1710,C15,Concrete Accessories,S0212,29.83,34.94,27.26,Active
P01711,Cement Pro 1711,C01,Cement,S0048,27.26,32.08,8.14,Active
P01712,Drywall Premium 1712,C02,Drywall,S0101,57.11,86.74,3.74,Active
P01713,Lumber Pro 1713,C03,Lumber,S0214,194.44,329.36,12.65,Active
P01714,Roofing Commercial 1714,C04,Roofing,S0064,35.4,53.09,14.48,Active
P01715,Insulation Standard 1715,C05,,S0045,100.89,174.84,18.42,Active
P01716,Steel Standard 1716,C06,Steel,S0161,8.82,16.23,31.92,Active
P01717,Paint Pro 1717,C07,Paint,S0134,21.36,24.88,9.94,Active
P01718,Flooring Pro 1718,C08,Flooring,S0118,11.07,20.39,14.49,Active
P01719,Plumbing Standard 1719,C09,Plumbing,S0174,17.19,25.31,9.88,Active
P01720,Electrical Premium 1720,C10,Electrical,S0211,22.22,27.36,51.03,Active
P01721,Tools Standard 1721,C11,Tools,S0057,108.59,164.79,9.41,Active
P01722,Fasteners Pro 1722,C12,Fasteners,S0180,28.35,38.71,6.45,Active
P01723,Doors Pro 1723,C13,Doors,S0040,58.8,79.44,6.71,Active
P01724,Windows Premium 1724,C14,Windows,S0009,20.19,24.22,21.77,Active
P01725,Concrete Accessories Commercial 1725,C15,Concrete Accessories,S0090,18.6,31.3,8.72,Active
P01726,Cement Pro 1726,C01,Cement,S0130,8.96,15.6,17.01,Active
P01727,Drywall Pro 1727,C02,Drywall,S0001,105.49,177.95,17.27,Active
P01728,Lumber Premium 1728,C03,Lumber,S0224,75.43,95.08,4.21,Active
P01729,Roofing Premium 1729,C04,Roofing,S0199,31.99,50.43,3.86,Active
P01730,Insulation Pro 1730,C05,Insulation,S0129,23.12,39.3,18.08,Active
P01731,Steel Premium 1731,C06,Steel,S0076,29.12,43.34,2.53,Active
P01732,Paint Standard 1732,C07,Paint,S0233,10.8,15.31,2.6,Active
P01733,Flooring Standard 1733,C08,Flooring,S0045,38.25,65.07,57.83,Active
P01734,Plumbing Standard 1734,C09,Plumbing,S0081,70.37,107.14,1.64,Active
P01735,Electrical Pro 1735,C10,Electrical,S0218,73.31,92.77,20.96,Active
P01736,Tools Premium 1736,C11,Tools,S0173,9.19,16.31,6.87,Active
P01737,Fasteners Pro 1737,C12,Fasteners,S0096,58.37,69.47,14.81,Active
P01738,Doors Pro 1738,C13,Doors,S0086,10.84,13.42,15.64,Active
P01739,Windows Pro 1739,C14,Windows,S0163,6.07,8.71,7.39,Active
P01740,Concrete Accessories Premium 1740,C15,Concrete Accessories,S0046,60.13,93.34,9.18,Active
P01741,Cement Commercial 1741,C01,Cement,S0136,19.12,30.43,20.09,Active
P01742,Drywall Commercial 1742,C02,Drywall,S0048,53.64,90.45,29.34,Active
P01743,Lumber Commercial 1743,C03,Lumber,S0246,50.0,83.6,23.88,Active
P01744,Roofing Pro 1744,C04,Roofing,S0185,45.29,58.3,11.46,Active
P01745,Insulation Premium 1745,C05,Insulation,S0003,28.87,38.34,7.29,Active
P01746,Steel Premium 1746,C06,Steel,S0174,11.6,13.66,3.82,Active
P01747,Paint Pro 1747,C07,Paint,S0049,22.26,33.07,11.22,Active
P01748,Flooring Standard 1748,C08,Flooring,S0209,74.33,111.85,8.69,Active
P01749,Plumbing Standard 1749,C09,Plumbing,S0118,54.73,65.72,23.84,Active
P01750,Electrical Pro 1750,C10,Electrical,S0074,23.06,35.13,15.41,Active
P01751,Tools Commercial 1751,C11,Tools,S0020,22.86,30.32,29.66,Active
P01752,Fasteners Standard 1752,C12,Fasteners,S0154,42.31,67.03,3.09,Active
P01753,Doors Premium 1753,C13,Doors,S0142,30.36,34.94,39.78,Active
P01754,Windows Commercial 1754,C14,Windows,S0195,23.88,31.06,13.5,Active
P01755,Concrete Accessories Standard 1755,C15,Concrete Accessories,S0118,39.73,61.36,3.55,Active
P01756,Cement Commercial 1756,C01,Cement,S0030,38.76,44.55,2.57,Active
P01757,Drywall Pro 1757,C02,Drywall,S0014,17.5,24.78,23.76,Active
P01758,Lumber Standard 1758,C03,Lumber,S0236,34.8,59.61,6.86,Active
P01759,Roofing Premium 1759,C04,Roofing,S0196,37.06,60.88,8.55,Active
P01760,Insulation Commercial 1760,C05,Insulation,S0238,27.35,31.49,16.3,Active
P01761,Steel Premium 1761,C06,Steel,S0195,16.29,19.94,9.36,Active
P01762,Paint Standard 1762,C07,Paint,S0184,21.79,33.29,2.17,Active
P01763,Flooring Commercial 1763,C08,Flooring,S0238,14.23,18.38,37.02,Active
P01764,Plumbing Pro 1764,C09,Plumbing,S0094,35.49,41.64,2.74,Active
P01765,Electrical Pro 1765,C10,Electrical,S0090,9.22,12.93,8.16,Active
P01766,Tools Pro 1766,C11,Tools,S0100,80.87,110.06,7.63,Active
P01767,Fasteners Standard 1767,C12,Fasteners,S0238,67.69,91.03,12.39,Active
P01768,Doors Standard 1768,C13,Doors,S0233,37.71,68.8,2.71,Active
P01769,Windows Premium 1769,C14,Windows,S0027,52.26,69.02,6.68,Active
P01770,Concrete Accessories Standard 1770,C15,Concrete Accessories,S0070,49.61,71.14,4.34,Active
P01771,Cement Commercial 1771,C01,Cement,S0206,30.69,41.67,12.39,Active
P01772,Drywall Pro 1772,C02,Drywall,S0123,24.34,28.53,12.99,Active
P01773,Lumber Pro 1773,C03,Lumber,S0184,22.5,27.26,5.03,Active
P01774,Roofing Standard 1774,C04,Roofing,S0185,83.42,151.8,23.2,Active
P01775,Insulation Standard 1775,C05,Insulation,S0075,15.92,19.48,15.05,Active
P01776,Steel Premium 1776,C06,Steel,S0072,16.12,28.83,3.11,Active
P01777,Paint Standard 1777,C07,Paint,S0073,55.91,82.61,1.95,Active
P01778,Flooring Standard 1778,C08,Flooring,S0241,51.87,83.05,7.19,Active
P01779,Plumbing Standard 1779,C09,Plumbing,S0126,23.38,34.89,13.05,Active
P01780,Electrical Standard 1780,C10,Electrical,S0048,40.72,61.44,4.29,Active
P01781,Tools Standard 1781,C11,Tools,S0079,44.81,82.54,9.99,Active
P01782,Fasteners Premium 1782,C12,Fasteners,S0024,11.25,15.98,7.75,Active
P01783,Doors Premium 1783,C13,Doors,S0123,71.3,98.03,40.81,Active
P01784,Windows Commercial 1784,C14,Windows,S0229,44.8,67.18,3.09,Active
P01785,Concrete Accessories Standard 1785,C15,Concrete Accessories,S0091,38.22,48.22,19.41,Active
P01786,Cement Premium 1786,C01,Cement,S0038,45.06,54.07,18.29,Active
P01787,Drywall Commercial 1787,C02,Drywall,S0189,34.96,47.77,8.46,Active
P01788,Lumber Pro 1788,C03,Lumber,S0097,17.71,32.07,1.64,Active
P01789,Roofing Standard 1789,C04,Roofing,S0136,34.39,62.17,10.67,Active
